Date,Habit,Status
2024-04-04,Exercise,Partial
2024-03-02,Reading,Completed
2024-09-03,Meditation,Completed
2024-10-03,Meditation,Skipped
2024-11-20,Journaling,Partial
2024-02-03,Reading,Skipped
2024-02-04,Meditation,Skipped
2024-02-01,Reading,Skipped
2024-07-17,Exercise,Partial
2024-05-06,Reading,Skipped
2024-02-02,Meditation,Completed
2024-06-10,Reading,Skipped
2024-03-29,Reading,Exceeded
2024-04-09,Reading,Partial
2024-12-23,Meditation,Skipped
2024-03-30,Water Intake,Skipped
2024-09-14,Journaling,Completed
2024-10-08,Exercise,Skipped
2024-06-24,Meditation,Exceeded
2024-01-12,Water Intake,Partial
2024-08-18,Journaling,Exceeded
2024-04-03,Exercise,Exceeded
2024-10-14,Journaling,Exceeded
2024-07-17,Exercise,Exceeded
2024-03-07,Meditation,Partial
2024-01-07,Water Intake,Completed
2024-09-04,Water Intake,Exceeded
2024-07-11,Reading,Exceeded
2024-10-13,Reading,Partial
2024-06-28,Journaling,Exceeded
2024-09-12,Meditation,Partial
2024-01-19,Journaling,Partial
2024-12-25,Water Intake,Completed
2024-09-23,Meditation,Skipped
2024-04-22,Exercise,Exceeded
2024-11-18,Meditation,Completed
2024-07-28,Meditation,Exceeded
2024-02-10,Journaling,Skipped
2024-01-10,Meditation,Completed
2024-02-16,Meditation,Exceeded
2024-12-02,Water Intake,Partial
2024-04-24,Journaling,Completed
2024-08-30,Journaling,Partial
2024-01-22,Exercise,Exceeded
2024-03-24,Meditation,Completed
2024-11-27,Exercise,Exceeded
2024-06-22,Reading,Skipped
2024-10-04,Exercise,Skipped
2024-01-09,Meditation,Exceeded
2024-05-14,Water Intake,Skipped
2024-03-18,Reading,Partial
2024-07-14,Exercise,Partial
2024-04-10,Meditation,Partial
2024-02-04,Exercise,Partial
2024-03-20,Exercise,Completed
2024-04-15,Reading,Exceeded
2024-06-12,Meditation,Skipped
2024-12-24,Water Intake,Exceeded
2024-06-19,Journaling,Skipped
2024-04-23,Exercise,Partial
2024-01-30,Journaling,Completed
2024-07-30,Journaling,Partial
2024-11-13,Meditation,Partial
2024-05-03,Meditation,Exceeded
2024-08-25,Journaling,Skipped
2024-02-08,Meditation,Partial
2024-06-21,Reading,Partial
2024-11-24,Water Intake,Skipped
2024-11-09,Journaling,Completed
2024-01-06,Journaling,Exceeded
2024-11-12,Journaling,Skipped
2024-10-08,Journaling,Exceeded
2024-11-23,Water Intake,Partial
2024-10-29,Exercise,Skipped
2024-10-07,Reading,Exceeded
2024-12-24,Water Intake,Skipped
2024-10-26,Water Intake,Skipped
2024-03-01,Journaling,Exceeded
2024-01-26,Reading,Partial
2024-05-09,Journaling,Exceeded
2024-01-18,Reading,Completed
2024-02-13,Meditation,Partial
2024-01-10,Exercise,Completed
2024-08-30,Water Intake,Skipped
2024-11-19,Journaling,Exceeded
2024-04-09,Journaling,Exceeded
2024-06-13,Journaling,Exceeded
2024-04-21,Exercise,Partial
2024-03-09,Exercise,Skipped
2024-05-19,Exercise,Skipped
2024-11-19,Reading,Completed
2024-11-25,Meditation,Partial
2024-01-17,Meditation,Skipped
2024-02-05,Journaling,Partial
2024-03-19,Reading,Completed
2024-03-07,Meditation,Partial
2024-10-03,Exercise,Partial
2024-11-04,Water Intake,Skipped
2024-10-24,Journaling,Exceeded
2024-03-19,Reading,Partial
2024-03-05,Meditation,Skipped
2024-07-18,Meditation,Exceeded
2024-01-11,Meditation,Exceeded
2024-07-05,Exercise,Exceeded
2024-09-13,Reading,Exceeded
2024-06-18,Exercise,Completed
2024-08-27,Meditation,Skipped
2024-02-21,Meditation,Partial
2024-04-13,Reading,Exceeded
2024-02-11,Reading,Exceeded
2024-06-10,Water Intake,Completed
2024-06-28,Meditation,Skipped
2024-10-24,Meditation,Partial
2024-09-05,Exercise,Partial
2024-05-24,Journaling,Exceeded
2024-01-24,Water Intake,Exceeded
2024-11-19,Water Intake,Completed
2024-10-06,Exercise,Partial
2024-03-28,Reading,Skipped
2024-10-18,Water Intake,Skipped
2024-05-10,Exercise,Completed
2024-12-29,Exercise,Exceeded
2024-05-16,Journaling,Skipped
2024-09-23,Water Intake,Partial
2024-03-27,Exercise,Skipped
2024-09-19,Exercise,Skipped
2024-03-14,Reading,Skipped
2024-11-17,Exercise,Exceeded
2024-10-12,Journaling,Exceeded
2024-02-13,Exercise,Completed
2024-07-27,Reading,Partial
2024-04-13,Water Intake,Partial
2024-11-21,Journaling,Partial
2024-06-16,Meditation,Partial
2024-09-18,Meditation,Completed
2024-10-12,Reading,Exceeded
2024-03-12,Reading,Completed
2024-05-24,Exercise,Exceeded
2024-02-19,Meditation,Exceeded
2024-01-17,Water Intake,Exceeded
2024-10-10,Water Intake,Completed
2024-08-09,Exercise,Exceeded
2024-07-18,Reading,Skipped
2024-05-27,Reading,Skipped
2024-10-08,Exercise,Completed
2024-12-15,Exercise,Skipped
2024-06-12,Reading,Completed
2024-01-29,Journaling,Partial
2024-06-29,Exercise,Partial
2024-11-25,Journaling,Completed
2024-10-24,Meditation,Completed
2024-09-14,Reading,Skipped
2024-01-27,Meditation,Completed
2024-03-10,Water Intake,Partial
2024-12-20,Exercise,Skipped
2024-08-31,Exercise,Partial
2024-07-26,Water Intake,Partial
2024-04-06,Exercise,Partial
2024-10-14,Meditation,Skipped
2024-08-15,Meditation,Completed
2024-10-26,Exercise,Completed
2024-10-07,Meditation,Skipped
2024-03-19,Reading,Skipped
2024-07-16,Journaling,Partial
2024-02-03,Reading,Completed
2024-03-27,Reading,Exceeded
2024-08-21,Exercise,Partial
2024-05-15,Reading,Skipped
2024-07-22,Reading,Completed
2024-09-29,Meditation,Partial
2024-04-18,Reading,Completed
2024-10-10,Water Intake,Exceeded
2024-12-25,Water Intake,Exceeded
2024-08-18,Exercise,Exceeded
2024-11-05,Journaling,Exceeded
2024-02-01,Meditation,Exceeded
2024-10-24,Meditation,Partial
2024-03-07,Reading,Exceeded
2024-06-30,Meditation,Skipped
2024-01-21,Exercise,Exceeded
2024-10-06,Meditation,Completed
2024-07-04,Water Intake,Exceeded
2024-06-13,Meditation,Completed
2024-12-30,Exercise,Completed
2024-08-28,Journaling,Partial
2024-04-03,Water Intake,Exceeded
2024-10-28,Meditation,Partial
2024-04-11,Water Intake,Completed
2024-08-03,Exercise,Skipped
2024-04-28,Exercise,Skipped
2024-06-15,Journaling,Skipped
2024-02-16,Reading,Partial
2024-09-09,Reading,Completed
2024-02-03,Exercise,Partial
2024-11-02,Meditation,Skipped
2024-02-16,Meditation,Partial
2024-07-28,Meditation,Partial
2024-10-15,Water Intake,Exceeded
2024-02-21,Water Intake,Exceeded
2024-08-14,Journaling,Skipped
2024-04-03,Meditation,Skipped
2024-02-07,Journaling,Completed
2024-08-11,Journaling,Partial
2024-04-15,Meditation,Skipped
2024-08-10,Reading,Skipped
2024-01-06,Water Intake,Skipped
2024-04-26,Meditation,Partial
2024-10-06,Journaling,Completed
2024-01-27,Water Intake,Partial
2024-09-28,Water Intake,Partial
2024-09-18,Reading,Completed
2024-07-02,Water Intake,Skipped
2024-07-29,Exercise,Exceeded
2024-08-19,Meditation,Exceeded
2024-08-29,Journaling,Partial
2024-09-28,Water Intake,Exceeded
2024-06-04,Reading,Completed
2024-06-22,Journaling,Partial
2024-06-20,Meditation,Completed
2024-08-16,Meditation,Exceeded
2024-02-01,Reading,Completed
2024-05-13,Water Intake,Skipped
2024-03-29,Reading,Skipped
2024-11-21,Water Intake,Exceeded
2024-06-28,Journaling,Skipped
2024-02-03,Exercise,Skipped
2024-05-02,Meditation,Completed
2024-03-27,Water Intake,Skipped
2024-05-11,Reading,Completed
2024-10-15,Exercise,Partial
2024-01-30,Exercise,Exceeded
2024-03-22,Water Intake,Skipped
2024-11-08,Reading,Partial
2024-11-11,Journaling,Skipped
2024-09-07,Meditation,Completed
2024-01-16,Journaling,Completed
2024-10-27,Meditation,Skipped
2024-05-26,Water Intake,Skipped
2024-03-25,Meditation,Skipped
2024-09-20,Journaling,Partial
2024-02-09,Exercise,Completed
2024-02-07,Exercise,Completed
2024-04-21,Meditation,Partial
2024-12-02,Meditation,Skipped
2024-03-04,Water Intake,Exceeded
2024-01-28,Journaling,Partial
2024-03-02,Journaling,Exceeded
2024-02-19,Journaling,Completed
2024-05-11,Meditation,Skipped
2024-07-19,Meditation,Partial
2024-04-02,Journaling,Partial
2024-09-20,Exercise,Skipped
2024-11-23,Meditation,Partial
2024-04-27,Meditation,Exceeded
2024-07-24,Reading,Completed
2024-11-15,Water Intake,Skipped
2024-02-25,Exercise,Completed
2024-01-29,Reading,Skipped
2024-10-08,Meditation,Completed
2024-05-15,Meditation,Partial
2024-12-31,Water Intake,Completed
2024-01-12,Water Intake,Partial
2024-09-05,Reading,Partial
2024-03-30,Exercise,Completed
2024-11-01,Meditation,Completed
2024-07-20,Water Intake,Partial
2024-06-27,Meditation,Completed
2024-10-10,Journaling,Skipped
2024-08-26,Water Intake,Skipped
2024-05-29,Meditation,Exceeded
2024-09-11,Meditation,Exceeded
2024-04-03,Exercise,Completed
2024-11-23,Meditation,Partial
2024-06-12,Reading,Completed
2024-07-02,Reading,Skipped
2024-01-14,Water Intake,Partial
2024-10-07,Exercise,Skipped
2024-11-20,Journaling,Skipped
2024-11-22,Meditation,Completed
2024-08-27,Meditation,Partial
2024-01-25,Meditation,Skipped
2024-08-04,Reading,Skipped
2024-10-29,Meditation,Skipped
2024-01-15,Exercise,Partial
2024-09-02,Journaling,Skipped
2024-09-20,Meditation,Completed
2024-07-29,Meditation,Skipped
2024-03-28,Journaling,Partial
2024-11-04,Meditation,Skipped
2024-06-20,Water Intake,Exceeded
2024-10-18,Meditation,Exceeded
2024-05-08,Reading,Exceeded
2024-04-03,Reading,Exceeded
2024-05-25,Journaling,Exceeded
2024-11-18,Journaling,Partial
2024-12-07,Exercise,Skipped
2024-12-29,Water Intake,Skipped
2024-12-13,Reading,Partial
2024-11-13,Meditation,Skipped
2024-12-31,Meditation,Completed
2024-08-18,Exercise,Completed
2024-01-20,Meditation,Completed
2024-11-30,Meditation,Partial
2024-02-21,Reading,Partial
2024-11-19,Water Intake,Partial
2024-11-17,Meditation,Skipped
2024-09-16,Journaling,Skipped
2024-08-29,Water Intake,Completed
2024-10-09,Journaling,Partial
2024-04-20,Exercise,Exceeded
2024-05-09,Meditation,Exceeded
2024-11-22,Exercise,Exceeded
2024-03-09,Meditation,Exceeded
2024-09-05,Reading,Skipped
2024-10-02,Water Intake,Skipped
2024-07-03,Meditation,Partial
2024-07-31,Meditation,Exceeded
2024-08-25,Reading,Completed
2024-05-14,Exercise,Partial
2024-07-13,Meditation,Exceeded
2024-12-21,Water Intake,Completed
2024-11-27,Journaling,Partial
2024-03-13,Meditation,Skipped
2024-02-02,Meditation,Skipped
2024-02-17,Water Intake,Partial
2024-06-04,Journaling,Completed
2024-03-17,Reading,Partial
2024-12-20,Exercise,Skipped
2024-05-30,Journaling,Exceeded
2024-06-17,Reading,Completed
2024-08-24,Water Intake,Skipped
2024-01-09,Meditation,Skipped
2024-10-30,Exercise,Exceeded
2024-12-24,Reading,Skipped
2024-01-23,Meditation,Completed
2024-08-28,Reading,Exceeded
2024-10-07,Journaling,Completed
2024-04-22,Reading,Completed
2024-09-21,Water Intake,Completed
2024-08-25,Reading,Completed
2024-06-10,Exercise,Exceeded
2024-09-13,Reading,Exceeded
2024-02-25,Exercise,Exceeded
2024-01-07,Journaling,Skipped
2024-01-18,Water Intake,Partial
2024-06-21,Meditation,Exceeded
2024-06-22,Exercise,Skipped
2024-07-04,Meditation,Completed
2024-05-10,Journaling,Partial
2024-02-24,Journaling,Partial
2024-04-20,Exercise,Partial
2024-10-06,Exercise,Exceeded
2024-02-17,Exercise,Exceeded
2024-01-01,Meditation,Completed
2024-08-25,Exercise,Exceeded
2024-12-13,Meditation,Partial
2024-09-28,Water Intake,Partial
2024-08-14,Reading,Exceeded
2024-02-08,Water Intake,Completed
2024-01-20,Journaling,Exceeded
2024-08-24,Journaling,Exceeded
2024-03-29,Water Intake,Skipped
2024-05-23,Journaling,Skipped
2024-05-24,Meditation,Skipped
2024-10-25,Exercise,Completed
2024-07-28,Water Intake,Partial
2024-05-12,Water Intake,Completed
2024-02-07,Journaling,Skipped
2024-09-20,Journaling,Exceeded
2024-09-16,Journaling,Partial
2024-12-02,Water Intake,Partial
2024-10-24,Meditation,Exceeded
2024-04-19,Water Intake,Skipped
2024-05-13,Reading,Completed
2024-01-02,Exercise,Partial
2024-02-01,Journaling,Completed
2024-02-16,Water Intake,Partial
2024-06-22,Reading,Exceeded
2024-01-20,Water Intake,Partial
2024-11-12,Meditation,Completed
2024-06-08,Journaling,Exceeded
2024-04-17,Exercise,Partial
2024-05-11,Water Intake,Completed
2024-05-07,Water Intake,Skipped
2024-06-01,Reading,Exceeded
2024-10-29,Water Intake,Completed
2024-02-15,Journaling,Partial
2024-07-18,Exercise,Exceeded
2024-06-12,Journaling,Partial
2024-07-11,Reading,Exceeded
2024-04-01,Journaling,Exceeded
2024-12-12,Reading,Skipped
2024-06-04,Journaling,Exceeded
2024-09-27,Water Intake,Partial
2024-02-08,Reading,Partial
2024-11-21,Reading,Completed
2024-09-07,Exercise,Skipped
2024-10-06,Meditation,Exceeded
2024-06-25,Meditation,Completed
2024-04-01,Exercise,Completed
2024-10-20,Reading,Skipped
2024-11-10,Exercise,Completed
2024-07-24,Reading,Partial
2024-02-13,Meditation,Exceeded
2024-11-11,Exercise,Exceeded
2024-02-20,Exercise,Partial
2024-07-17,Water Intake,Exceeded
2024-06-26,Exercise,Exceeded
2024-11-19,Water Intake,Completed
2024-08-15,Exercise,Completed
2024-11-09,Exercise,Partial
2024-04-16,Reading,Skipped
2024-02-29,Meditation,Skipped
2024-11-15,Reading,Partial
2024-12-13,Journaling,Partial
2024-09-13,Meditation,Partial
2024-10-21,Reading,Completed
2024-11-09,Water Intake,Partial
2024-09-30,Meditation,Exceeded
2024-02-29,Journaling,Completed
2024-12-09,Journaling,Partial
2024-01-04,Water Intake,Completed
2024-11-30,Exercise,Partial
2024-02-22,Journaling,Skipped
2024-09-25,Water Intake,Partial
2024-06-27,Water Intake,Skipped
2024-05-04,Meditation,Skipped
2024-11-03,Meditation,Skipped
2024-07-28,Exercise,Exceeded
2024-08-28,Exercise,Skipped
2024-11-25,Meditation,Skipped
2024-12-02,Exercise,Partial
2024-02-10,Water Intake,Completed
2024-09-24,Journaling,Partial
2024-03-22,Reading,Skipped
2024-02-13,Journaling,Exceeded
2024-03-09,Reading,Skipped
2024-07-23,Water Intake,Completed
2024-04-10,Water Intake,Completed
2024-12-21,Meditation,Exceeded
2024-12-19,Reading,Completed
2024-04-19,Reading,Exceeded
2024-12-10,Journaling,Exceeded
2024-05-14,Reading,Partial
2024-02-10,Meditation,Exceeded
2024-04-02,Exercise,Completed
2024-02-03,Journaling,Completed
2024-09-16,Journaling,Partial
2024-06-26,Exercise,Completed
2024-09-20,Water Intake,Partial
2024-05-12,Water Intake,Completed
2024-04-13,Meditation,Completed
2024-10-09,Exercise,Completed
2024-05-15,Water Intake,Partial
2024-05-21,Reading,Partial
2024-01-27,Water Intake,Skipped
2024-09-09,Water Intake,Completed
2024-12-13,Water Intake,Completed
2024-04-04,Journaling,Exceeded
2024-12-13,Journaling,Partial
2024-07-31,Journaling,Exceeded
2024-01-20,Exercise,Partial
2024-12-21,Meditation,Skipped
2024-10-26,Water Intake,Partial
2024-09-14,Journaling,Exceeded
2024-09-09,Exercise,Partial
2024-12-04,Meditation,Skipped
2024-02-10,Reading,Exceeded
2024-08-14,Journaling,Exceeded
2024-04-05,Exercise,Skipped
2024-05-29,Meditation,Completed
2024-12-29,Journaling,Completed
2024-03-03,Journaling,Exceeded
2024-02-25,Water Intake,Completed
2024-04-01,Water Intake,Exceeded
2024-01-28,Meditation,Skipped
2024-03-26,Meditation,Completed
2024-04-18,Water Intake,Completed
2024-12-09,Reading,Completed
2024-11-07,Exercise,Partial
2024-07-25,Water Intake,Partial
2024-01-03,Meditation,Skipped
2024-10-16,Journaling,Completed
2024-03-26,Reading,Exceeded
2024-11-25,Exercise,Skipped
2024-10-16,Reading,Completed
2024-11-07,Exercise,Exceeded
2024-04-28,Water Intake,Partial
2024-08-12,Water Intake,Partial
2024-07-27,Meditation,Completed
2024-10-06,Reading,Exceeded
2024-08-31,Water Intake,Exceeded
2024-05-06,Exercise,Completed
2024-12-08,Meditation,Completed
2024-01-14,Reading,Partial
2024-03-18,Journaling,Exceeded
2024-03-19,Reading,Skipped
2024-02-23,Exercise,Partial
2024-08-03,Exercise,Exceeded
2024-12-18,Reading,Partial
2024-05-24,Reading,Partial
2024-02-11,Meditation,Skipped
2024-09-25,Journaling,Partial
2024-09-08,Meditation,Exceeded
2024-02-22,Exercise,Exceeded
2024-08-24,Meditation,Partial
2024-10-07,Meditation,Exceeded
2024-09-21,Journaling,Exceeded
2024-04-25,Reading,Partial
2024-08-02,Exercise,Completed
2024-02-05,Water Intake,Partial
2024-02-08,Journaling,Exceeded
2024-07-02,Meditation,Skipped
2024-01-06,Journaling,Completed
2024-12-14,Meditation,Partial
2024-04-07,Exercise,Completed
2024-07-10,Meditation,Skipped
2024-09-30,Exercise,Completed
2024-03-05,Reading,Partial
2024-07-01,Water Intake,Completed
2024-01-23,Reading,Completed
2024-03-11,Meditation,Skipped
2024-05-07,Meditation,Skipped
2024-10-07,Water Intake,Partial
2024-06-16,Journaling,Partial
2024-04-11,Water Intake,Exceeded
2024-04-28,Exercise,Skipped
2024-03-23,Water Intake,Partial
2024-05-01,Reading,Skipped
2024-06-22,Meditation,Exceeded
2024-07-15,Journaling,Completed
2024-09-16,Reading,Completed
2024-12-31,Journaling,Skipped
2024-06-08,Journaling,Completed
2024-03-28,Water Intake,Skipped
2024-03-11,Journaling,Skipped
2024-07-05,Exercise,Skipped
2024-02-29,Water Intake,Skipped
2024-10-09,Water Intake,Skipped
2024-06-20,Water Intake,Exceeded
2024-03-31,Exercise,Partial
2024-01-06,Reading,Exceeded
2024-01-02,Meditation,Skipped
2024-12-24,Journaling,Partial
2024-05-03,Meditation,Exceeded
2024-10-03,Reading,Skipped
2024-06-06,Journaling,Exceeded
2024-01-11,Journaling,Partial
2024-06-03,Meditation,Partial
2024-07-13,Meditation,Skipped
2024-09-01,Reading,Partial
2024-04-23,Water Intake,Partial
2024-08-12,Journaling,Skipped
2024-11-13,Water Intake,Skipped
2024-07-17,Journaling,Partial
2024-08-03,Meditation,Completed
2024-04-17,Reading,Partial
2024-12-10,Journaling,Partial
2024-12-29,Reading,Exceeded
2024-03-29,Exercise,Skipped
2024-11-03,Journaling,Partial
2024-09-26,Exercise,Skipped
2024-12-17,Journaling,Partial
2024-09-15,Meditation,Exceeded
2024-01-19,Journaling,Exceeded
2024-05-26,Water Intake,Partial
2024-03-22,Meditation,Completed
2024-02-24,Journaling,Partial
2024-01-14,Reading,Partial
2024-09-11,Water Intake,Skipped
2024-05-12,Exercise,Partial
2024-05-21,Reading,Exceeded
2024-06-20,Water Intake,Exceeded
2024-02-06,Reading,Skipped
2024-07-13,Reading,Skipped
2024-06-11,Water Intake,Completed
2024-07-04,Exercise,Skipped
2024-10-29,Journaling,Exceeded
2024-10-11,Reading,Completed
2024-08-29,Meditation,Completed
2024-08-21,Journaling,Exceeded
2024-11-14,Journaling,Completed
2024-03-29,Exercise,Partial
2024-03-05,Exercise,Partial
2024-09-29,Meditation,Completed
2024-06-21,Water Intake,Partial
2024-01-18,Water Intake,Exceeded
2024-01-21,Water Intake,Exceeded
2024-02-04,Exercise,Partial
2024-07-14,Meditation,Exceeded
2024-06-02,Meditation,Exceeded
2024-04-21,Exercise,Partial
2024-10-03,Journaling,Exceeded
2024-10-20,Meditation,Skipped
2024-06-06,Reading,Skipped
2024-06-28,Journaling,Skipped
2024-01-06,Exercise,Partial
2024-08-19,Journaling,Completed
2024-10-27,Journaling,Exceeded
2024-03-14,Meditation,Skipped
2024-10-31,Journaling,Skipped
2024-08-22,Reading,Skipped
2024-06-22,Exercise,Completed
2024-04-09,Water Intake,Skipped
2024-03-23,Journaling,Exceeded
2024-05-19,Reading,Completed
2024-12-29,Meditation,Completed
2024-04-05,Water Intake,Exceeded
2024-06-26,Reading,Exceeded
2024-05-22,Reading,Partial
2024-12-26,Journaling,Exceeded
2024-12-20,Meditation,Partial
2024-05-29,Water Intake,Skipped
2024-08-02,Reading,Exceeded
2024-08-09,Water Intake,Completed
2024-05-11,Exercise,Completed
2024-12-19,Exercise,Exceeded
2024-02-04,Meditation,Partial
2024-12-20,Reading,Exceeded
2024-10-21,Water Intake,Exceeded
2024-11-25,Journaling,Exceeded
2024-10-06,Meditation,Partial
2024-10-11,Meditation,Completed
2024-11-12,Journaling,Skipped
2024-12-28,Meditation,Skipped
2024-07-18,Journaling,Partial
2024-01-27,Water Intake,Partial
2024-04-08,Meditation,Skipped
2024-06-15,Journaling,Skipped
2024-01-05,Water Intake,Completed
2024-09-18,Exercise,Exceeded
2024-06-29,Meditation,Partial
2024-02-06,Journaling,Partial
2024-12-18,Meditation,Skipped
2024-06-01,Meditation,Skipped
2024-12-14,Meditation,Skipped
2024-11-18,Reading,Completed
2024-12-03,Water Intake,Exceeded
2024-07-16,Reading,Skipped
2024-01-14,Reading,Exceeded
2024-12-04,Meditation,Partial
2024-05-01,Meditation,Partial
2024-03-12,Reading,Exceeded
2024-03-03,Exercise,Exceeded
2024-03-02,Journaling,Exceeded
2024-10-02,Reading,Completed
2024-10-10,Journaling,Partial
2024-09-23,Exercise,Exceeded
2024-10-06,Exercise,Skipped
2024-01-02,Meditation,Skipped
2024-04-22,Water Intake,Exceeded
2024-11-04,Reading,Exceeded
2024-03-11,Reading,Skipped
2024-04-24,Exercise,Skipped
2024-01-01,Exercise,Completed
2024-03-14,Exercise,Exceeded
2024-09-14,Exercise,Exceeded
2024-12-22,Journaling,Exceeded
